"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YDL189W",22.1108513527598,0.80167073318044,0.380552383654932,10.0225557318337,0.00666238423056318,0.0125074024724566
"YDL190C",138.233680885954,-0.609600054801119,0.208194100682861,10.3996362510794,0.0055175678341823,0.0105606607796922
"YDL191W",443.754100597425,0.715025319545152,0.236469564253327,28.1236777556371,7.8166554647316e-07,3.18741620477189e-06
"YDL192W",283.590312929679,0.404461127923171,0.184380644880801,30.1054888197854,2.90185805679524e-07,1.28012897460427e-06
"YDL193W",30.2513086796618,-0.295164300656955,0.37571788050433,1.03255227179796,0.596738588974574,0.643618933336012
"YDL194W",100.482506911281,-0.0989090597814653,0.214744463650153,5.8308508738716,0.0541809755407796,0.0806401753489415
"YDL195W",265.773907323979,0.0971656979027412,0.222258954558198,5.90330528414322,0.0522532785847861,0.0782068937759051
"YDL197C",49.9276231416246,0.60374249107649,0.262891788137383,18.7246676975437,8.58993884115492e-05,0.000246577824282493
"YDL198C",168.938716517102,0.0443364462509129,0.253572698758711,4.88608834390429,0.0868959222922007,0.122681508743145
"YDL199C",63.9255907268189,-0.344611339768285,0.276927028534021,11.1210489567644,0.00384675832685566,0.00771979232534285
"YDL200C",28.2063048963011,-0.305926165153653,0.370837277055449,4.29674749626826,0.116673744468495,0.158661171603073
"YDL201W",44.3277698486147,0.304689982173663,0.305780386845299,1.18407057075076,0.553200217859141,0.603640571985201
"YDL202W",46.7438048673767,1.98784821187092,0.315435348370034,41.1654616955097,1.15088934754824e-09,7.00064783249838e-09
"YDL203C",35.5433489500058,-0.761717007160093,0.334408758842661,5.83140329021003,0.0541660123792881,0.0806383300584486
"YDL204W",791.303813714011,2.39526717231528,0.22013006345854,196.452944452995,2.19172032557118e-43,1.65109597859695e-41
"YDL204W-A",3.09623860008637,-0.756332520580383,1.06615046465928,0.633658045092936,0.728455293909901,0.764904093462219
"YDL205C",207.688926734003,1.10866738478111,0.228756162397986,23.1650193989238,9.32781557694869e-06,3.19035182364089e-05
"YDL206W",139.308851216194,-1.1352995165242,0.211947477962364,32.5293163978721,8.63671709726426e-08,4.10925908206679e-07
"YDL207W",122.323466530133,-0.434204135550724,0.241111821182348,7.30122955400864,0.0259751549411429,0.0419428443072701
"YDL208W",97.3231470784131,1.36529261870407,0.232607215212742,34.975940036692,2.54138885679376e-08,1.29291782878962e-07
"YDL209C",18.1429174227135,0.149798895996368,0.44431898530877,0.131894729687701,0.936180138982616,0.94648907375462
"YDL210W",118.202461852187,-3.27776680670256,0.262740477203605,270.522766315011,1.80604131118461e-59,2.52673779631447e-57
"YDL211C",8.26154034823144,0.849688312219109,0.700605248590096,6.25584938048314,0.0438086194334887,0.0669317336950545
"YDL212W",127.252075547092,0.41674792192884,0.205154502555717,5.42016885274356,0.0665311894909604,0.0969586481768064
"YDL213C",127.758446353935,1.49656578870229,0.387653418661012,15.2156183783759,0.000496558533497093,0.00121371780023729
"YDL214C",87.5216059286025,-0.0745077272396097,0.219617627329437,1.34656467851387,0.510031730130502,0.562489948619901
"YDL215C",384.16924436812,-0.837639624668534,0.208805084028687,19.8370533920789,4.92536689812626e-05,0.000148543485387305
"YDL216C",28.2667335416163,-0.534922695306196,0.334479458443337,2.61437934631977,0.270579405440889,0.327616852744831
"YDL217C",13.8975704792435,-0.827460926736727,0.525096194332048,5.26224596148582,0.0719975649452464,0.103919845644379
"YDL218W",11.4645691264413,-0.676019862302196,0.495793844510681,2.09356096468098,0.351066195425845,0.407894982850442
"YDL219W",17.1445635077197,0.649850264197411,0.495253361481561,10.9512118019264,0.00418769045546474,0.00829911268678273
"YDL220C",21.216832687121,-0.895442429918255,0.443551369748187,4.96941213729587,0.0833500501048173,0.118243576633488
"YDL222C",31.4888594019353,1.21163188577063,0.368215674063978,21.5634006466003,2.07762443335063e-05,6.68571805606152e-05
"YDL223C",1003.73667947393,-0.13843030044395,0.193385931427545,97.7838757126995,5.84118793405043e-22,1.2214526797324e-20
"YDL224C",41.0044469341325,-0.558255073465253,0.353257079035813,6.55721266065893,0.0376807347273922,0.0585436269852345
"YDL225W",102.849055106576,1.23730879728884,0.314635699919518,16.2367658703482,0.000298010172786496,0.000763675436237877
"YDL226C",37.2955917604902,-0.183738745483147,0.360708231422645,16.4188564069216,0.000272076249077797,0.000701743426482321
"YDL227C",9.3342346515136,-0.268719720302173,0.526884628476026,1.69370251636893,0.428762872261864,0.484502045655907
"YDL229W",355.35692818878,-0.886370701950157,0.319916215386289,24.664018486928,4.40835372379138e-06,1.57851837178538e-05
"YDL230W",93.8633298553871,1.21844705555943,0.256381268305642,35.5079468624841,1.94781321034651e-08,1.00134299422538e-07
