"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YAL063C",34.5420228060526,0.407544752168468,0.296718629328037,0.126124014271804,0.219745363884926
"YAL065C",4.36634604612076,0.0519203424000946,0.526915401610169,0.885570263415153,0.92647739262161
"YAL067C",59.761906987875,-0.912572380367455,0.256311029574459,0.000107189821031353,0.000596380626579815
"YAR002C-A",110.44605952848,-1.34492479487439,0.236063254036975,8.75558964749508e-10,1.44111609996306e-08
"YAR002W",54.5879577770638,-0.576075564943752,0.279361816841869,0.0231677151536264,0.0561606824433616
"YAR003W",46.0374367736877,-2.02869330545217,0.378495395616482,6.61602118580855e-10,1.11898842589908e-08
"YAR007C",93.9625860296106,-0.501151536626496,0.252009991584505,0.031619704559179,0.0718474029349326
"YAR008W",28.5355388049649,-1.22765318372964,0.376535422812769,0.0001084839240231,0.000601937240377464
"YAR014C",69.3487572825371,-1.64421973840016,0.285825136789568,2.21377924615026e-10,4.17256654032004e-09
"YAR015W",115.656328774973,-1.80319534641273,0.238796877976148,6.79540974230448e-16,2.83190266991356e-14
"YAR018C",11.6088517470073,-0.958058761346121,0.475551180120396,0.00848745460951604,0.0249486159507335
"YAR019C",38.4391144316758,-0.0171457211066937,0.281355394526856,0.946559485574415,0.964756694468281
"YAR020C",1.66926090501047,-0.0286390511634786,0.680830534401851,0.929932180020412,0.954126329631559
"YAR023C",9.75074001888936,-0.0318778231770198,0.445398056294982,0.926278007069618,0.951207544484634
"YAR027W",24.1508296050406,-1.31787074423947,0.373482157909585,3.02355617560726e-05,0.000195881103504611
"YAR028W",2.8734062487345,-0.0488962846630055,0.566415065597083,0.892142581360435,0.930793644899488
"YAR029W",1.41120586334622,-0.286817106341447,0.713302212505559,0.382920349614097,0.514247679625449
"YAR035W",8.77190162437609,-0.546162360660434,0.523211309182438,0.14002501338588,0.239669961740586
"YAR042W",113.011953741518,0.00447353843990599,0.231229257742639,0.98355541016949,0.990296708388609
"YAR050W",45.5339247827742,0.315083327118526,0.292043842841108,0.231406298475932,0.353915515316131
"YAR064W",1.46900048677376,0.535653013920172,0.826501464631188,0.105081161699651,0.19193562516231
"YAR066W",4.05716644413675,-0.0154761149225071,0.555564808056391,0.9658118732367,0.976794597562241
"YAR068W",21.2059556931514,-2.20461076794877,0.543202974092308,2.28945046351411e-07,2.41089801498368e-06
"YAR071W",4.1680303702533,0.29683949604639,0.966221990269783,0.132697896758908,0.22926575752877
"YBL001C",230.557373597859,1.15914526979938,0.213334263117018,7.73863742241812e-09,1.06993490574421e-07
"YBL002W",335.427141097268,-0.435524071425275,0.214091970374028,0.0315462870911729,0.0717360615122802
"YBL003C",484.071818592724,0.657592160212061,0.147720781815985,4.77683143885272e-06,3.81886551492498e-05
"YBL004W",266.932180809998,-0.595858340810328,0.210355519726876,0.00277551514021062,0.00987223181832784
"YBL005W",58.0729146792195,0.0307906250522329,0.248768646867197,0.894006461765003,0.931786483428527
