UniqueCount	AmbigCount
213	0
120	0
352	0
792	1897
40	0
75	0
43	0
23	0
29	0
24	0
27	0
27	0
25	0
338	0
614	0
0	0
131	0
30	0
157	0
52	0
130	0
52	0
21	0
120	11
32	0
22	0
210	0
101	0
159	0
46	0
23	0
10	0
271	0
33	0
23	0
4895	0
69	0
82	0
88	0
101	0
39	0
90	0
17	0
18	0
53	0
200	0
158	0
235	0
123	0
25	0
357	0
37	0
32	0
489	0
269	0
40	0
29	50
0	0
41	0
74	0
61	0
83	0
29	0
0	806
0	0
85	0
109	0
12	0
48	0
3	1
12	0
1	0
0	0
0	0
0	0
0	0
5	0
162	0
43	45
1	0
22	1
1	79
117	0
285	0
301	30
356	0
65	0
57	0
335	0
62	0
20	0
24	0
110	0
7	0
94	0
135	0
26	0
515	0
21	0
82	0
138	0
25	0
356	0
42	0
61	0
19	0
23	0
476	123
32	0
443	0
267	0
2	0
46	0
142	0
102	0
24	0
87	0
49	0
68	0
47	0
56	0
241	0
100	0
71	0
0	0
722	0
64	0
411	0
605	0
213	0
317	0
66	0
48	0
45	0
236	0
39	0
158	0
12	0
65	0
68	0
66	0
877	0
196	0
212	0
36	0
16	0
153	593
27	0
279	0
370	0
145	0
266	0
33	0
37	1
81	0
144	0
117	0
97	0
124	46
290	0
63	0
71	0
266	0
423	0
76	0
179	0
42	0
54	0
1640	0
289	0
50	0
62	0
121	0
275	0
88	0
59	0
208	0
56	0
136	0
82	0
24	0
334	0
161	0
102	0
155	94
353	132
503	0
18	0
43	0
157	0
38	0
111	0
8	0
0	24
0	20
78	0
36	0
138	0
86	0
430	0
136	0
67	0
122	0
50	0
118	644
55	0
44	0
166	0
208	0
42	0
11	0
665	0
0	0
107	0
49	0
113	0
90	0
27	0
139	0
106	0
61	28
116	0
32	0
97	0
211	0
4661	0
83	0
214	0
42	0
124	0
321	0
38	0
26	0
35	0
81	0
90	0
8	0
95	0
74	0
0	23
30	0
21	0
173	0
53	0
164	0
18	0
42	0
582	0
107	0
198	0
157	0
186	0
20	0
63	0
7	0
280	0
24	0
36	0
37	72
13	0
15	11
46	15
78	0
51	0
40	0
165	0
134	0
167	0
53	0
70	0
35	0
178	0
292	0
36	0
52	0
125	0
46	0
329	0
69	16
104	0
333	0
69	0
0	7599
46	0
50	0
269	0
119	0
49	0
39	0
605	0
984	0
41	0
60	0
30	0
37	0
99	0
105	0
19	0
196	0
83	0
67	0
546	0
1271	0
16	0
52	0
186	0
165	0
100	0
126	0
62	0
470	0
120	0
225	0
9	0
24	0
20	0
30	0
20	0
15	0
17	0
143	0
23	0
70	0
88	0
90	0
34	0
32	0
55	0
16	0
51	0
556	0
111	0
14	0
66	0
102	0
23	0
35	0
202	0
233	0
4	0
114	398
82	0
271	0
3	0
47	0
39	0
62	0
22	0
145	24
188	49
45	0
26	0
9	0
40	0
1953	0
8	0
81	0
282	0
78	0
22	0
77	0
432	0
52	0
85	0
100	0
1612	0
28	0
