UniqueCount	AmbigCount
216	0
66	0
617	0
1350	2748
142	0
55	0
43	0
46	0
93	0
149	0
56	0
33	0
38	0
292	0
342	0
5	0
206	0
18	0
69	0
35	0
282	0
64	0
79	0
138	5
32	0
21	0
243	0
111	0
92	0
56	0
30	0
20	0
839	0
70	0
10	0
2563	0
100	0
62	0
83	0
85	0
31	0
158	0
38	0
38	0
24	0
293	0
103	0
177	0
117	0
93	0
187	0
23	0
26	0
154	0
122	0
139	0
21	24
0	0
113	0
75	0
59	0
104	0
48	0
0	1123
0	1
94	0
200	0
22	0
44	0
4	0
9	0
57	0
7	0
4	0
0	1
1	6
13	0
139	0
31	30
0	1
38	3
0	82
231	0
386	0
507	28
259	0
54	0
109	0
268	0
58	0
17	0
33	0
129	0
3	0
52	0
522	0
36	0
409	0
44	0
42	0
157	0
97	0
356	0
38	0
116	0
16	0
72	0
885	239
135	0
429	0
773	0
11	0
44	0
349	0
122	0
40	0
173	0
31	0
254	0
39	0
172	0
464	0
70	0
259	0
0	0
1190	0
41	0
370	0
107	0
281	0
267	0
128	0
31	0
47	0
157	0
61	0
222	0
84	0
58	0
71	0
110	0
1475	0
236	0
222	0
45	0
23	0
252	1208
20	0
209	0
368	0
231	0
149	0
38	0
48	2
51	0
131	1
182	0
136	0
170	100
211	0
48	0
165	0
587	0
1019	0
96	0
100	0
66	0
91	0
4385	0
181	0
59	0
82	0
106	0
142	0
53	0
123	0
146	0
90	0
120	0
66	0
33	0
200	0
135	0
142	0
478	425
638	315
822	0
19	0
105	0
145	0
69	0
83	0
7	0
4	9
0	12
67	0
80	0
115	0
192	0
697	0
178	0
107	0
100	0
43	0
220	643
127	0
80	0
227	0
208	0
55	0
25	0
1330	0
14	0
105	0
44	0
58	0
168	0
34	0
149	0
291	0
112	50
180	0
78	0
383	0
168	0
3861	0
142	0
256	0
78	0
105	0
220	0
91	0
42	0
80	0
75	0
59	0
48	0
274	0
331	0
2	53
38	0
67	0
5654	0
122	0
117	0
12	0
68	0
466	0
180	0
122	0
300	0
1007	0
44	0
151	0
5	0
184	0
44	0
91	0
51	116
57	0
8	7
24	9
68	0
136	0
67	0
124	0
247	0
770	0
65	0
79	0
54	0
144	0
557	0
29	0
73	0
220	0
66	0
269	0
147	11
126	0
234	0
38	0
0	7734
74	0
159	0
400	0
255	0
62	0
69	0
391	0
592	0
44	0
94	0
81	0
22	0
75	0
103	0
64	0
108	0
48	0
33	0
253	0
492	0
15	0
117	0
206	0
158	0
211	0
140	0
92	0
429	0
82	0
187	0
32	0
44	0
72	0
96	0
48	0
22	0
88	0
219	0
54	0
80	0
301	0
80	0
99	0
67	0
76	0
30	0
34	0
575	0
95	0
50	0
259	0
293	0
43	0
70	0
209	0
243	0
11	0
218	996
90	0
144	0
14	0
133	0
52	0
67	0
50	0
496	77
398	73
77	0
54	0
15	0
36	0
748	0
5	0
118	0
283	0
115	0
76	0
74	0
216	0
43	0
88	0
96	0
371	0
59	0
42	0
47	0
13	0
129	0
144	0
86	0
17	0
257	23
0	10
34	10
437	0
293	0
8	0
59	0
119	0
39	0
119	0
563	0
26	0
49	0
175	0
191	0
47	0
134	0
30	0
87	0
18	0
66	0
77	0
36	0
14	0
232	0
40	0
44	0
85	0
166	0
8	0
110	0
30	0
85	0
51	0
126	0
385	0
79	0
28	0
47	0
74	0
27	0
183	0
272	0
40	0
34	0
49	45
139	0
109	0
43	0
58	0
46	0
135	0
41	0
107	0
184	0
118	0
282	0
45	0
86	0
96	0
236	0
66	0
63	0
638	0
358	0
80	0
94	0
270	0
33	0
45	0
343	0
106	0
3	0
125	38
248	0
12	39
4	6
131	1006
112	0
65	0
32	0
21	0
17	0
49	0
28	0
130	0
84	0
23	0
225	0
145	0
0	6377
0	925
172	0
1298	0
21	0
95	0
30	0
243	0
87	0
34	0
54	0
92	0
482	0
14	0
41	0
100	0
44	0
501	17
20	17
689	0
36	0
156	0
24	0
1	0
52	0
286	0
87	0
133	0
128	0
26	0
54	0
145	0
92	76
161	0
157	0
14	0
69	0
5	1
118	237
0	6
5	26
3	5
11	0
85	0
124	0
119	0
225	0
23	0
184	0
213	0
5	0
265	0
3569	0
126	0
29	0
177	0
133	0
14	0
28	0
88	0
46	0
3740	0
85	0
46	0
147	0
60	0
19	0
29	0
93	0
560	110
111	0
437	0
36	0
88	0
107	0
63	0
42	6
173	5
20	0
54	0
10	0
51	0
53	0
11	1
1	1
16	0
18	0
112	0
32	0
51	0
15	0
9	0
25	0
9	0
46	0
18	0
68	0
19	0
111	0
61	0
28	0
50	0
12	0
33	0
110	0
39	0
179	0
89	0
50	0
35	0
121	0
33	0
34	0
47	0
38	0
328	0
9	0
84	0
0	237
232	0
383	0
9	0
7	0
3	0
176	10
4	3
1964	0
105	0
170	95
24	0
66	0
256	0
138	0
40	0
93	0
52	0
235	2
4051	0
486	0
527	0
120	0
68	0
42	0
19	0
76	0
50	0
125	0
86	0
101	0
69	0
1013	0
173	0
118	0
732	0
50	0
22	0
583	0
86	0
379	0
873	0
5	0
105	8
130	0
31	0
738	0
17	0
71	0
106	0
107	0
37	0
67	0
41	0
7	0
3	6
216	0
354	0
149	0
91	0
237	46
121	0
47	0
10	0
105	0
793	0
166	0
56	0
616	0
49	0
47	0
160	4
15	4
517	708
54	1751
660	0
107	0
24	0
0	20
0	3
255	0
525	0
229	0
102	0
46	0
162	0
11	0
463	0
213	0
61	0
4	0
345	0
174	0
53	33
21	0
80	0
274	0
28	0
31	0
100	0
429	0
84	0
84	0
165	0
234	0
233	0
96	0
36	0
123	0
355	0
106	0
52	0
109	0
60	0
236	0
300	0
183	0
41	0
19	33
100	0
47	0
78	0
381	0
282	0
431	0
58	0
174	0
151	0
109	0
252	0
62	0
422	0
4436	0
204	0
162	0
569	75
285	0
73	0
86	0
72	2
51	0
145	0
208	0
17	0
289	0
18	7
1263	0
177	0
180	0
130	0
58	0
143	0
54	0
458	340
67	0
7	0
62	0
145	0
194	0
198	0
288	12
105	0
91	0
4	0
126	0
38	0
390	0
50	0
145	0
627	0
110	0
120	0
277	0
94	0
33	0
101	0
102	0
179	0
38	0
142	1208
1490	0
37	0
186	0
29	0
59	0
150	0
240	0
161	0
60	0
124	0
42	0
46	0
522	100
71	0
14	0
150	0
20	0
228	0
90	0
214	0
285	0
59	0
79	0
29	0
176	0
72	0
457	1
136	0
653	0
24	0
236	0
27	0
0	871
32	0
63	0
603	0
160	0
112	0
65	0
128	0
16	52
35	0
303	0
47	0
2427	0
244	0
31	0
1	0
60	0
443	0
29	0
54	0
245	0
124	0
0	151
183	0
119	0
59	0
256	0
626	0
254	0
135	0
58	0
125	0
22	0
67	0
176	0
59	0
95	0
45	0
352	0
1047	0
519	0
11	0
39	0
305	0
32	0
23	0
10	0
112	0
11	0
0	30
0	883
222	425
190	0
88	0
118	0
13	0
157	0
32	0
39	0
57	0
45	0
12	0
66	0
41	0
618	0
257	0
85	0
4	0
106	0
155	0
115	0
4	0
183	0
143	0
68	0
18	0
204	0
89	0
101	0
235	0
105	0
566	0
227	96
548	0
50	0
90	0
119	0
112	0
126	0
42	0
21	0
12	0
0	8
17	0
123	55
0	75
17	685
110	0
48	0
84	0
99	0
16	0
209	0
570	0
1528	0
346	0
583	0
45	0
79	0
44	0
2	0
23	0
101	0
132	0
678	0
193	0
204	0
661	0
5	1
295	0
79	0
72	0
127	0
776	0
368	0
54	0
118	0
58	0
63	0
20	0
19	0
23	0
46	0
1324	0
53	0
63	0
20	0
23	0
114	0
285	68
171	68
94	0
88	0
57	0
51	0
745	0
264	0
1411	0
182	0
0	4421
0	72
51	72
114	0
47	0
137	0
77	0
19	0
9	0
118	0
306	0
63	0
118	6
24	0
247	0
74	0
18	0
942	0
102	0
217	0
113	0
58	0
99	0
282	0
83	0
94	0
230	0
112	0
610	0
62	0
60	0
37	0
87	0
147	0
132	0
88	0
134	0
105	0
93	13
128	3
33	3
94	0
107	0
567	0
46	0
40	0
168	0
148	0
251	0
5	0
101	0
178	0
135	0
26	0
97	0
121	0
373	0
333	0
69	0
82	0
38	0
157	0
50	0
161	0
30	0
161	0
73	0
63	0
31	0
2	0
44	0
8	0
19	0
75	0
221	0
71	0
38	0
149	0
5	0
55	0
337	0
0	14
33	0
378	529
41	0
36	0
251	0
9	0
299	0
94	0
14	0
62	0
57	0
35	0
110	0
6	0
85	0
117	0
53	0
7	0
177	0
50	0
29	0
144	0
966	0
86	0
124	0
314	0
69	0
21	0
37	0
44	0
85	0
49	0
23	0
545	1312
74	0
95	0
18	0
80	0
1152	0
90	0
47	0
633	0
6	0
0	0
132	0
54	0
93	0
13	0
235	0
24	0
58	0
457	0
63	0
146	0
96	0
37	0
136	0
163	0
196	0
82	0
68	0
229	465
43	0
168	0
68	0
62	0
94	0
44	0
7	0
22	28
1	1
0	7
12	81
48	11
0	134
1	721
74	0
81	0
50	0
47	0
190	0
38	0
65	0
53	0
101	0
58	0
10	0
107	0
109	0
19	0
95	0
132	0
502	409
83	0
47	0
80	0
86	0
14	0
83	0
144	0
103	0
8	0
208	0
178	0
180	0
177	0
168	0
92	0
44	0
105	0
95	0
63	0
145	0
20	0
99	0
72	0
92	0
121	0
459	0
153	0
21	0
64	0
111	0
433	132
53	0
49	0
608	0
2	0
4	173
22	0
198	0
181	0
53	0
132	0
25	0
42	0
111	0
90	340
287	0
87	0
19	0
46	0
207	3
1066	0
183	0
83	0
446	0
30	0
152	0
42	0
102	0
149	0
254	0
23	0
55	0
76	0
34	0
88	0
217	0
66	0
38	0
128	0
155	0
13	0
71	0
7	0
107	0
44	0
188	39
23	0
285	0
